"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032963","GO:0032963","collagen metabolic process","44/4203","87/13465",0.505747126436782,1.62024388709761,3.90967701763869,0.000125210886616531,0.00617459448492874,0.00551776788479626,"COL6A1/TNXB/CYGB/MMP1/TGFB1/MFAP4/MMP13/MMP3/MRC2/EMILIN1/CTSS/RCN3/PPARD/FURIN/HIF1A/DDR2/IL6/UCN/FOSL2/COL5A1/LARP6/CREB3L1/PCOLCE/MMP15/NOTCH1/CTSK/TGFB3/COL1A1/MYB/F2R/MMP12/FAP/CTSB/KLF15/ITGA2/MMP17/MMP24/BMP4/MMP25/COL1A2/TMPRSS6/MMP7/SMPD3/MMP8",44
"GO:0050708","GO:0050708","regulation of protein secretion","94/4203","218/13465",0.431192660550459,1.38139642500879,3.82437486055282,0.000126789001058997,0.00619987560640593,0.00554035971014107,"RAB11FIP3/GNA11/PTPN23/RPH3AL/STX4/SREBF1/MIDN/APBB1/MYO18A/SIRT3/LRP5/TRPM4/CAPN10/PRKACA/RHBDF1/TGFB1/DRD4/IL1B/GNAO1/TLR2/HMGCR/RAPGEF3/BRSK2/JAK2/RAP1GDS1/NR1H2/SIRT6/BAD/BSG/ACSL4/PPARD/PLA2G6/HIF1A/RHBDD3/NR1D1/NLGN2/SYT7/PICK1/PIM3/IL6/PFKL/TCIRG1/APBB3/PER2/PRKCB/SERP1/RAB11FIP5/IFNG/TLR4/TCF7L2/SEC24A/ADRA2C/FFAR2/IRS2/SLC25A22/TMEM132A/CCL5/TGFB3/STX1A/F2RL1/ADRA2A/ALOX5/SSTR5/F2R/MLXIPL/BLK/IRS1/MYH10/ADCY5/KCNN4/IL12A/HLA-DRB1/BAIAP3/ABCA12/INHBB/SNAP25/KCNB1/TNF/APOE/BMP8A/EXPH5/ADCY8/NMU/ADTRP/IL1A/ADAM8/IL12B/NNAT/ADORA2A/RBP4/ABCC8/NOS2/ACHE/SAA1",94
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","62/4203","133/13465",0.466165413533835,1.49343737645327,3.85233963605435,0.000132991720675932,0.00644899018844371,0.0057629745626237,"SMARCC2/BRD4/SART1/CR1/ITPKB/HLX/PTPRC/SOX13/ZMIZ1/HLA-DRA/TGFB1/PNP/GPR65/DDRGK1/SMARCA4/SOX12/CD80/RIPK2/RARA/BAD/CD86/MALT1/IL7R/AP3D1/IL2RG/CD83/RASGRP1/PPP2R3C/XBP1/GAS6/IL10/AXL/GLI2/CD27/IFNG/TOX/KLHL25/BTN2A2/LEF1/IL2RA/ZBTB16/BTK/IL7/BCL6/SHB/IL18/RHOH/SMARCD3/IL23R/IL21/LCK/ZAP70/HLA-DRB1/WNT10B/IL4I1/LILRB4/IL12RB1/TESPA1/CCL19/ADAM8/IL12B/IL23A",62
"GO:0019722","GO:0019722","calcium-mediated signaling","85/4203","194/13465",0.438144329896907,1.40366723817793,3.8149328840431,0.000135759557724996,0.00652880054877479,0.00583429504272709,"DMPK/MYH7B/PPP1R9B/CHERP/CXCR2/HOMER3/CXCR1/MAPK7/PTPRC/TRPM4/FPR2/CCR10/PRKACA/NFATC1/SELE/PLA2G4B/SLC9A1/MCTP1/CCRL2/CLEC7A/HRC/CCL4/CALM3/PDK2/BST1/MAPT/TMBIM4/CXCR6/MCOLN2/GBP1/C3AR1/CCR2/PTPRJ/SAMD14/CCL20/CXCR4/MCTP2/TRAT1/PLEK/TPCN1/REM1/JPH2/FCGR3A/CCL3/TPCN2/CCR1/CCR4/SLC8A1/BHLHA15/NFATC4/CLIC2/BTK/TRPV1/CCR5/AKAP5/PLCG2/JPH3/LAT2/NFATC2/RAMP3/NMUR1/PTGDR2/CD3E/PDGFRB/OPRL1/SPHK1/AVPR1A/ZAP70/TBC1D10C/JPH4/P2RY12/SLA2/CCR6/ATP1A2/FHL2/TNF/P2RY11/CD22/P2RX1/GRIK3/GRIN2B/CXCR3/GRIA1/CCR7/CHP2",85
"GO:0042093","GO:0042093","T-helper cell differentiation","43/4203","85/13465",0.505882352941176,1.62067710738828,3.86688709502146,0.000147615595956838,0.00704077994158064,0.00629181228668489,"GPR183/BRD4/HLX/HLA-DRA/GPR65/IRF4/SMAD7/CD80/RIPK2/RARA/JAK2/ICOS/ENTPD7/CD86/MALT1/SLAMF6/IL6/TBK1/MEN1/LEF1/ZFPM1/BCL6/SHB/IL18/LY9/CD69/MYB/IL18R1/IL23R/ICOSLG/BATF/IL21/BCL3/IL12A/HLA-DRB1/STAT4/IL12RB1/IL12RB2/CCL19/TBX21/JAK3/IL12B/IL23A",43
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","84/4203","192/13465",0.4375,1.4016030216512,3.77552540639125,0.000157394941157181,0.00744618831376939,0.0066540950733117,"ADCY9/GNA11/PDE4A/PALM/WASF2/FPR1/MAPK7/CXCL10/FPR2/PRKACA/PLCB3/DGKQ/MGRN1/DRD4/OXER1/GPR65/PRKY/GNAO1/CXCL9/GABBR1/RGS1/RAPGEF3/ADCY6/MC1R/GPR157/CXCL11/TBXA2R/C3AR1/RGS2/ADRA1B/CXCR4/GPR171/FLNA/PTGIR/GPR174/ADCY3/GPR18/AVPR2/AKAP5/ADCY4/ADRA2A/GPR15/ADORA1/VIPR2/PTH1R/PTGFR/RAMP3/PTGDR2/ADCYAP1R1/PRKAR1B/PDE2A/RAMP1/OPRL1/ADCY5/HTR6/LPAR2/AKAP12/P2RY12/ADM5/HTR1B/GPR4/GALR1/ADRB1/ADRA1D/VIPR1/GPR37L1/CRHR2/ADCY8/GRIK3/GRM2/RXFP1/MC4R/TSHR/CXCR3/ADORA2A/ADM2/ADCYAP1/INSL3/CHRM5/SCT/PTGER1/GPR37/ADRA1A/MRAP",84
"GO:0002274","GO:0002274","myeloid leukocyte activation","95/4203","222/13465",0.427927927927928,1.37093731847479,3.75403384688812,0.00016352143317696,0.00764382279845549,0.00683070605808018,"VAMP2/CSF1/STX4/CXCR2/MYO18A/JUND/PTPRC/TLR1/FPR2/TGFB1/UBD/S100A12/SPHK2/IRF4/NMI/JAK2/TICAM1/CTSC/SLAMF1/GAB2/MAPT/CLEC4D/LYN/FCER1G/RASGRP1/NR1D1/JUN/CALHM2/STXBP1/IFNGR1/HAVCR2/BCR/CCR2/IL6/CD2/IL10/IL18RAP/PIK3CG/LBP/TLR6/FCAR/FCGR3A/IFNG/TLR4/CCL3/CX3CL1/TMEM106A/FCGR2B/AGER/SRC/VSIG4/BTK/CST7/CD84/IL18/WNK4/STAP1/CCL5/CEBPA/F2RL1/IGHE/RHOH/PLCG2/LCP2/SBNO2/MT1G/LAT2/BATF/DOCK2/CD226/CAMK4/CLEC12A/AIF1/CLNK/SPHK1/TYROBP/RAC2/SNCA/TTBK1/GATA2/CD300LF/RAB44/SUCNR1/KIT/LILRB4/TNF/CTSG/HAVCR1/TSPAN32/CD177/NR4A1/IL1RL1/DCSTAMP/CRLF2/MMP8",95
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","59/4203","126/13465",0.468253968253968,1.50012840412555,3.79943933735041,0.000164199664857697,0.00764382279845549,0.00683070605808018,"PKD1/CXCR2/CXCR1/FPR1/TRPM4/FPR2/CCR10/CXCL13/ABL1/JAK2/PROK2/CCRL2/C1QTNF1/CACNB3/PML/CD52/CXCR6/TBXA2R/C3AR1/CCR2/ADRA1B/FPR3/CXCR4/PIK3CG/JPH2/PTGIR/CCR1/CCR4/SLC8A1/CCR5/CACNA1A/F2RL1/CYSLTR1/F2R/JPH3/P2RY4/PTGFR/OXT/ADCYAP1R1/ADCY5/GPR35/AVPR1A/LPAR2/JPH4/CD55/CCR6/GATA2/C5AR2/GALR1/ADRA1D/ADCY8/TAC1/NMU/CXCR3/ADCYAP1/CCR7/SAA1/PTGER1/ADRA1A",59
"GO:0032816","GO:0032816","positive regulation of natural killer cell activation","17/4203","25/13465",0.68,2.17849155365215,3.9729326455726,0.000168118932968175,0.00775133144651053,0.00692677840210599,"BLOC1S3/JAK2/TICAM1/RASGRP1/FLT3LG/GAS6/AXL/TYK2/FCGR3A/TOX/IL18/IL23R/IL21/TYROBP/IL12A/IL12B/IL23A",17
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","50/4203","103/13465",0.485436893203884,1.55517672305265,3.81003079500247,0.000169173241743742,0.00775133144651053,0.00692677840210599,"GPR183/BRD4/ARMC5/HLX/HLA-DRA/GPR65/IRF4/SMAD7/CD80/RIPK2/RARA/JAK2/PLA2G2D/ICOS/ENTPD7/CD86/MALT1/SLAMF6/IL2RG/CD83/IL6/TBK1/MEN1/IFNG/TOX/KLHL25/LEF1/ZFPM1/BCL6/SHB/IL18/LY9/CD69/MYB/IL18R1/IL23R/ICOSLG/BATF/IL21/BCL3/IL12A/HLA-DRB1/STAT4/IL12RB1/IL12RB2/CCL19/TBX21/JAK3/IL12B/IL23A",50
"GO:0150078","GO:0150078","positive regulation of neuroinflammatory response","14/4203","19/13465",0.736842105263158,2.36059456278097,3.99782092014454,0.000172784683601151,0.00780324448460042,0.00697316915619904,"IL1B/CTSC/MAPK3/IL6/NUPR1/CCL3/CCR1/IL18/STAP1/CCL5/PLCG2/TTBK1/TNF/MMP8",14
"GO:0032740","GO:0032740","positive regulation of interleukin-17 production","16/4203","23/13465",0.695652173913043,2.22863586051371,3.97255133147336,0.000174580090481213,0.00780324448460042,0.00697316915619904,"TGFB1/JAK2/SLAMF6/IL6/TYK2/BTK/IL18/LY9/CARD9/IL23R/IL21/SPHK1/SLC7A5/OSM/IL12B/IL23A",16
"GO:0045061","GO:0045061","thymic T cell selection","16/4203","23/13465",0.695652173913043,2.22863586051371,3.97255133147336,0.000174580090481213,0.00780324448460042,0.00697316915619904,"STK11/PTPN2/ITPKB/PTPRC/ATG5/SRF/JAG2/CD3D/TOX/CD28/AIRE/DOCK2/CD3E/ZAP70/CD3G/CCR7",16
"GO:0042088","GO:0042088","T-helper 1 type immune response","30/4203","54/13465",0.555555555555556,1.77981336082692,3.86786518835867,0.000175670222973476,0.00780324448460042,0.00697316915619904,"HLX/HRAS/IL1B/CD80/RIPK2/JAK2/SLAMF1/HAVCR2/CCR2/TLR4/LEF1/XCL1/IL18/IL18R1/IL23R/SYVN1/BCL3/IL27RA/IL12A/HLA-DRB1/STAT4/IL12RB1/IL12RB2/CCL19/TBX21/JAK3/IL1RL1/IL12B/NLRP10/IL23A",30
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","122/4203","297/13465",0.410774410774411,1.31598321224779,3.70934034881258,0.000178762049963145,0.00785297546140333,0.00701760996722759,"IGHG1/B2M/BRD4/CR1/GNL1/PKN1/HLX/PTPRC/HRAS/TLR8/TFRC/TRPM4/FCGR3B/HLA-DRA/TGFB1/KDM5D/CXCL13/IL1B/IRF4/FCGR1A/IGLL5/TNFSF13B/SMAD7/CD80/RIPK2/ERCC1/JAK2/CTSC/FCGR2A/ENTPD7/CLEC7A/SLAMF1/MALT1/SLAMF6/DENND1B/KLHL22/ATAD5/IL7R/FCER1G/MAPK3/CLCF1/HAVCR2/KLHL6/EXO1/CCR2/CLEC6A/IL6/IL10/TCIRG1/CR1L/CD274/CD19/TYK2/CD27/FCGR3A/IFNG/TLR4/LEF1/FCGR2B/AGER/XCL1/BTK/BCL6/IL18/CTSH/LY9/CD69/TRAF2/CD28/NOTCH1/IGHE/IL18R1/AIRE/CR2/CARD9/ARG1/IL23R/BATF/HLA-H/CD226/PRF1/C1QB/CD8A/KLRC1/TRA/SYVN1/BCL3/IL27RA/IL12A/IL2RB/HLA-DRB1/TRB/SLA2/CD40LG/CD55/CCR6/KLRD1/STAT4/CLC/HPX/LTA/IRF7/ULBP1/C4BPB/IL4I1/LILRB4/IL12RB1/IL12RB2/TNF/ULBP2/GZMM/CCL19/TBX21/JAK3/IGHD/CD1A/IL1RL1/IL12B/CD1B/NLRP10/IL23A/AICDA",122
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","65/4203","142/13465",0.457746478873239,1.46646593814613,3.76424127972066,0.000179488870315629,0.00785297546140333,0.00701760996722759,"B2M/MAVS/STX4/PTPRC/TFRC/HLA-DRA/TGFB1/IL1B/FCGR1A/TICAM1/CLEC7A/SLAMF1/MALT1/SLAMF6/DENND1B/KLHL22/ATAD5/FCER1G/RASGRP1/CLCF1/CRTAM/IL6/IL18RAP/IFNG/XCL1/BTK/IL18/KLRC3/TRAF2/CD28/STAP1/F2RL1/IL18R1/PLCG2/ARG1/KLRK1/IL23R/HLA-H/IL21/CD226/KLRC1/CLNK/TYROBP/IL12A/HLA-DRB1/KLRC2/CD55/KLRD1/HPX/LTA/ULBP1/KIT/SH2D1A/IL12RB1/NCR3/TNF/ULBP2/TBX21/CD177/CD1A/IL12B/CD1B/KLRC4/IL23A/NOS2",65
"GO:0030168","GO:0030168","platelet activation","60/4203","129/13465",0.465116279069767,1.49007630208766,3.76755952286526,0.00018283514013278,0.00786905932187139,0.00703198289632776,"ADAMTS13/MYH9/HSPB1/PDGFB/DGKQ/BLOC1S3/C1GALT1C1/JAK2/ENTPD1/C1QTNF1/EMILIN1/SLC7A11/LYN/FCER1G/SRF/VAV2/STXBP1/MYL9/PTPRJ/IL6/AXL/DGKD/PLEK/PIK3CG/FLNA/TUBB1/TLR4/TSPAN9/DGKZ/ADRA2C/MMRN1/SRC/PEAR1/ENTPD2/ADRA2B/SERPINE2/VAV3/ADRA2A/FZD6/PLCG2/PDPN/F2R/GP1BA/THBD/LCK/NOS3/P2RY12/CD40LG/GP9/SLC6A4/APOE/ADAMTS18/CTSG/P2RX1/TSPAN32/TYRO3/F2RL3/WNT3A/SAA1/PDIA2",60
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","35/4203","66/13465",0.53030303030303,1.69891275351661,3.83418529971277,0.000182836321584756,0.00786905932187139,0.00703198289632776,"SCRIB/CR1/SLC4A2/MAD1L1/DLG5/ERBB2/TGFB1/CD80/TNFRSF14/PLA2G2D/CASP3/CD86/BTLA/CTLA4/PDCD1LG2/CRTAM/HAVCR2/IL10/CD274/GLMN/BTN2A2/IL2RA/VSIG4/XCL1/IDO1/ARG1/LAPTM5/PAWR/HLA-DRB1/BMP4/ARG2/LRRC32/IL4I1/LILRB4/TSPAN32",35
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","80/4203","182/13465",0.43956043956044,1.40820397779713,3.73490189171647,0.000185289786749328,0.00786905932187139,0.00703198289632776,"B2M/CR1/PTPRC/TFRC/TRPM4/HLA-DRA/TGFB1/IL1B/FCGR1A/SMAD7/CD80/SLAMF1/MALT1/SLAMF6/DENND1B/KLHL22/ATAD5/IL7R/FCER1G/RASGRP1/MAPK3/CLCF1/CRTAM/HAVCR2/CCR2/IL6/IL10/IL18RAP/CR1L/CD274/TIGIT/KLRB1/IFNG/FCGR2B/AGER/CD96/XCL1/SERPINB9/BTK/BCL6/IL18/KLRC3/TRAF2/CD28/IL18R1/CR2/ARG1/KLRK1/IL23R/HLA-H/IL21/CD226/KLRC1/CLNK/IL27RA/IL12A/HLA-DRB1/KLRC2/CD55/KLRD1/CLC/HPX/LTA/ULBP1/CLEC12B/C4BPB/IL4I1/SH2D1A/LILRB4/IL12RB1/NCR3/TNF/ULBP2/NCR1/TBX21/CD1A/IL12B/CD1B/KLRC4/IL23A",80
"GO:0032640","GO:0032640","tumor necrosis factor production","71/4203","158/13465",0.449367088607595,1.43962118679545,3.74439311087831,0.000186618007633314,0.00786905932187139,0.00703198289632776,"MAVS/NFKBIL1/HSF1/CACTIN/HSPB1/PTPRC/TLR1/TGFB1/SPHK2/FCGR1A/TLR2/RIPK2/RARA/CLEC4A/JAK2/MC1R/TICAM1/FCGR2A/CLEC7A/FRMD8/SLAMF1/UBE2J1/FCER1G/CYBB/IFNGR1/HAVCR2/LILRA5/CCR2/PTPRJ/IL6/CD2/GAS6/IL10/AXL/SPON2/LBP/LY96/TLR6/FCGR3A/IFNG/TLR4/CCL3/CX3CL1/TMEM106A/FCGR2B/AGER/NFATC4/NOD1/BTK/GPR18/ZFP36/CARD9/PLCG2/BCL3/IL27RA/TYROBP/PTPN22/AKAP12/ARG2/C5AR2/C1QTNF4/LILRB4/CCL19/LILRA4/IL1A/NLRC3/IL12B/IL23A/ABCC8/MMP8/IL37",71
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","71/4203","158/13465",0.449367088607595,1.43962118679545,3.74439311087831,0.000186618007633314,0.00786905932187139,0.00703198289632776,"MAVS/NFKBIL1/HSF1/CACTIN/HSPB1/PTPRC/TLR1/TGFB1/SPHK2/FCGR1A/TLR2/RIPK2/RARA/CLEC4A/JAK2/MC1R/TICAM1/FCGR2A/CLEC7A/FRMD8/SLAMF1/UBE2J1/FCER1G/CYBB/IFNGR1/HAVCR2/LILRA5/CCR2/PTPRJ/IL6/CD2/GAS6/IL10/AXL/SPON2/LBP/LY96/TLR6/FCGR3A/IFNG/TLR4/CCL3/CX3CL1/TMEM106A/FCGR2B/AGER/NFATC4/NOD1/BTK/GPR18/ZFP36/CARD9/PLCG2/BCL3/IL27RA/TYROBP/PTPN22/AKAP12/ARG2/C5AR2/C1QTNF4/LILRB4/CCL19/LILRA4/IL1A/NLRC3/IL12B/IL23A/ABCC8/MMP8/IL37",71
"GO:0090068","GO:0090068","positive regulation of cell cycle process","97/4203","229/13465",0.423580786026201,1.3570105362462,3.67058050325004,0.000219529315943016,0.00919022366526915,0.00821260750290421,"RAB11FIP3/NUMA1/PAGR1/SH2B1/BRD4/WIZ/MAD1L1/NCAPH2/IGF2/LRP5/MEPCE/XRCC3/PDGFB/USP19/TGFB1/TBX2/DDRGK1/STIL/IL1B/CPSF3/KIF14/ECT2/RAD51AP1/RPTOR/EZH2/BUB1/GIPC1/CDC7/MBLAC1/DTL/NCAPG/MAD2L1/INCENP/SKA3/DLGAP5/ATAD5/FGFR1/KIF20B/CDK10/DDR2/PLK4/GEN1/FBXO5/DBF4/RB1/CDC6/RRM2/KIF23/AURKA/PPP1R35/CDK1/SMC4/NDC80/LEF1/CDC25C/CCNE2/BIRC5/MAPK15/NCAPH/SOX15/CCND1/CD28/CDC20/NUSAP1/E2F7/SSTR5/PLCG2/SMARCD3/DBF4B/CDC25B/CCNB1/DDX11/DAZL/TGFA/AIF1/GLI1/CCNE1/CDCA8/PDGFRB/SPHK1/NPM2/WNT10B/AURKC/CDC25A/RAB11FIP4/TNF/FGF8/EGF/IL1A/CYP1A1/UBE2C/AURKB/PKP3/TERT/SMPD3/EREG/TBX20",97
"GO:0002286","GO:0002286","T cell activation involved in immune response","57/4203","122/13465",0.467213114754098,1.49679385918723,3.71316073570128,0.000226087465483166,0.00934766264774982,0.00835329880878142,"GPR183/BRD4/HLX/HLA-DRA/GPR65/IRF4/SMAD7/CD80/RIPK2/RARA/JAK2/LCP1/ICOS/ENTPD7/CD86/MALT1/SLAMF6/CLEC4E/CLEC4D/FCER1G/HLA-DMB/HAVCR2/PLXNA1/IL6/TBK1/MEN1/IFNG/LEF1/FCGR2B/ZFPM1/EOMES/BCL6/SHB/IL18/LY9/CD69/F2RL1/MYB/IL18R1/IL23R/ICOSLG/BATF/IL21/ITGAL/BCL3/TYROBP/IL12A/HLA-DRB1/STAT4/IL12RB1/IL12RB2/CCL19/TBX21/JAK3/IL12B/IL23A/IFNE",57
"GO:0031343","GO:0031343","positive regulation of cell killing","36/4203","69/13465",0.521739130434783,1.67147689538528,3.76688540007452,0.000228113692259232,0.00934766264774982,0.00835329880878142,"B2M/PTPRC/HLA-DRA/SLAMF6/RASGRP1/CRTAM/IL18RAP/XCL1/KLRC3/STAP1/F2RL1/ARG1/KLRK1/IL23R/HLA-H/IL21/CD226/PRF1/KLRC1/TYROBP/IL12A/HLA-DRB1/KLRC2/KLRD1/ULBP1/SH2D1A/IL12RB1/NCR3/ULBP2/CD1A/IL12B/CD1B/KLRC4/IL23A/NOS2/CD5L",36
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","21/4203","34/13465",0.617647058823529,1.97873367762523,3.84914413965612,0.000228131930756732,0.00934766264774982,0.00835329880878142,"HLX/IL1B/CD80/RIPK2/SLAMF1/HAVCR2/CCR2/XCL1/IL18/IL18R1/IL23R/SYVN1/IL27RA/IL12RB1/CCL19/TBX21/JAK3/IL1RL1/IL12B/NLRP10/IL23A",21
"GO:0009952","GO:0009952","anterior/posterior pattern specification","80/4203","183/13465",0.437158469945355,1.40050887409332,3.67468662200513,0.000229715717241489,0.00934766264774982,0.00835329880878142,"SKI/SSBP3/FUZ/PCGF2/LRP5/RING1/DLL1/RARG/ABI1/ATP6AP2/OSR1/KAT2A/ATM/POGLUT1/HES6/SRF/HOXB6/HOXA7/SIX2/SMO/HOXC4/LFNG/TBX6/CELSR2/HOXC8/AURKA/ARC/HOXC5/FOXC2/HES4/HOXC6/NKD1/TBX1/LEF1/GDF11/ZBTB16/ALX4/HOXA3/NOTCH1/EMX2/BMP2/NR2F2/HOXA10/XRCC2/AXIN2/TBX3/SIX3/HOXA6/HEYL/BASP1/MEOX2/HOXD3/EN1/CRB2/MESP1/COBL/HOXA4/SEMA3C/MESP2/TCF15/TIFAB/BMP4/HOXB5/HOXC10/LEFTY2/VANGL2/HES7/DMRT2/HOXD13/HOXC9/HOXD9/SFRP2/FGF8/LEFTY1/PCSK6/HES5/HOXC11/WNT3A/GPC3/PAX6",80
"GO:0001774","GO:0001774","microglial cell activation","25/4203","43/13465",0.581395348837209,1.86259537760957,3.81634031599684,0.000231573553335525,0.00935782296430154,0.00836237831489397,"PTPRC/TLR1/FPR2/JAK2/CTSC/MAPT/NR1D1/JUN/CALHM2/IFNGR1/IL6/TLR6/IFNG/CCL3/CX3CL1/AGER/CST7/STAP1/AIF1/SPHK1/TYROBP/SNCA/TTBK1/TNF/MMP8",25
"GO:0002367","GO:0002367","cytokine production involved in immune response","55/4203","117/13465",0.47008547008547,1.5059959206997,3.70293599739691,0.000237591779025531,0.0094694970010244,0.00846217295159424,"B2M/MAVS/TRPM4/TGFB1/SPHK2/IL1B/SMAD7/TRIL/RIPK2/TNFRSF14/TICAM1/CLEC7A/SLAMF1/UBE2J1/MALT1/ATG5/DENND1B/NLRX1/FCER1G/CCR2/IL6/IL10/AXL/TLR7/SPON2/IFNG/TLR4/FFAR2/NOD1/CD96/XCL1/BTK/BCL6/IL18/TRAF2/TGFB3/F2RL1/IL18R1/CARD9/PLCG2/ARG1/GPRC5B/IL21/LAPTM5/CD226/CLNK/CD55/CLC/KIT/LILRB4/TNF/SLC7A5/TBX21/JAK3/PKP3",55
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","55/4203","117/13465",0.47008547008547,1.5059959206997,3.70293599739691,0.000237591779025531,0.0094694970010244,0.00846217295159424,"B2M/MAVS/TRPM4/TGFB1/SPHK2/IL1B/SMAD7/TRIL/RIPK2/TNFRSF14/TICAM1/CLEC7A/SLAMF1/UBE2J1/MALT1/ATG5/DENND1B/NLRX1/FCER1G/CCR2/IL6/IL10/AXL/TLR7/SPON2/IFNG/TLR4/FFAR2/NOD1/CD96/XCL1/BTK/BCL6/IL18/TRAF2/TGFB3/F2RL1/IL18R1/CARD9/PLCG2/ARG1/GPRC5B/IL21/LAPTM5/CD226/CLNK/CD55/CLC/KIT/LILRB4/TNF/SLC7A5/TBX21/JAK3/PKP3",55
"GO:0050869","GO:0050869","negative regulation of B cell activation","20/4203","32/13465",0.625,2.00229003093029,3.82380952519507,0.000255871249325687,0.010128672107661,0.00905122786730322,"CR1/PKN1/MNDA/ID2/SAMSN1/CASP3/CTLA4/ATM/LYN/INHA/IL10/HMGB3/FCGR2B/BTK/BCL6/LAPTM5/PAWR/TYROBP/TNFRSF13B/TBC1D10C",20
"GO:0031341","GO:0031341","regulation of cell killing","49/4203","102/13465",0.480392156862745,1.5390150825974,3.68097931969608,0.000268428623950211,0.0105539605592316,0.00943127597662902,"B2M/CR1/PTPRC/HLA-DRA/TGFB1/SLAMF6/IL7R/RASGRP1/CRTAM/HAVCR2/IL18RAP/CR1L/TIGIT/KLRB1/FCGR2B/AGER/XCL1/SERPINB9/KLRC3/STAP1/F2RL1/ARG1/KLRK1/IL23R/HLA-H/IL21/CD226/PRF1/KLRC1/TYROBP/IL12A/HLA-DRB1/KLRC2/CD55/KLRD1/ULBP1/CLEC12B/SH2D1A/IL12RB1/NCR3/ULBP2/NCR1/CD1A/IL12B/CD1B/KLRC4/IL23A/NOS2/CD5L",49
"GO:0043368","GO:0043368","positive T cell selection","27/4203","48/13465",0.5625,1.80206102783726,3.74985678514766,0.000278948312169915,0.010893961265213,0.00973510888109772,"BRD4/STK11/PTPN2/ITPKB/PTPRC/IRF4/SLAMF6/SRF/IL6/CD3D/TOX/THEMIS/ZFPM1/LY9/CD69/IL23R/BCL11B/BATF/DOCK2/CD3E/ZAP70/CD3G/IL12RB1/TBX21/JAK3/IL12B/IL23A",27
"GO:1990868","GO:1990868","response to chemokine","41/4203","82/13465",0.5,1.60183202474423,3.68230569073636,0.000287853769947476,0.0110373846293949,0.00986327548940597,"CXCR2/CXCR1/CCL18/CXCL10/CCR10/CXCL13/CXCL9/JAK2/CCRL2/CXCL11/CCL4/GPR17/LYN/HIF1A/CXCR6/CCR2/CCL7/CXCR4/CCL8/CCL13/CCL3/CX3CL1/CCR1/CCR4/XCL1/CCL2/XCL2/CCL23/CCR5/DOCK8/CCL5/GPR35/SLIT3/CCR6/CCL3L1/CCL3L3/CCL19/CXCR3/CCR7/CCL24/CCL25",41
"GO:1990869","GO:1990869","cellular response to chemokine","41/4203","82/13465",0.5,1.60183202474423,3.68230569073636,0.000287853769947476,0.0110373846293949,0.00986327548940597,"CXCR2/CXCR1/CCL18/CXCL10/CCR10/CXCL13/CXCL9/JAK2/CCRL2/CXCL11/CCL4/GPR17/LYN/HIF1A/CXCR6/CCR2/CCL7/CXCR4/CCL8/CCL13/CCL3/CX3CL1/CCR1/CCR4/XCL1/CCL2/XCL2/CCL23/CCR5/DOCK8/CCL5/GPR35/SLIT3/CCR6/CCL3L1/CCL3L3/CCL19/CXCR3/CCR7/CCL24/CCL25",41
