"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-3560801","R-HSA-3560801","Defective B3GAT3 causes JDSSDHD","13/2693","20/11230",0.65,2.71054585963609,4.30014391467357,0.000114600294201395,0.00873045877643355,0.00808233653841418,"GPC1/AGRN/CSPG4/GPC2/HSPG2/B3GAT3/SDC1/BGN/CSPG5/GPC4/GPC5/BCAN/GPC3",13
"R-HSA-4420332","R-HSA-4420332","Defective B3GALT6 causes EDSP2 and SEMDJL1","13/2693","20/11230",0.65,2.71054585963609,4.30014391467357,0.000114600294201395,0.00873045877643355,0.00808233653841418,"GPC1/AGRN/CSPG4/GPC2/HSPG2/SDC1/B3GALT6/BGN/CSPG5/GPC4/GPC5/BCAN/GPC3",13
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","147/2693","469/11230",0.313432835820896,1.30703703908974,3.81493332354562,0.000125837050287549,0.00916969114269271,0.00848896165326533,"S100A9/B2M/CR1/ALAD/TOLLIP/SYNGR1/C1orf35/PGM2/CXCR2/TNFAIP6/CMTM6/CXCR1/FPR1/PTPRC/QPCT/CYB5R3/HEXB/VAT1/FCGR3B/CD58/FPR2/MNDA/GLIPR1/PNP/S100A12/SELL/DGAT1/S100A8/NRAS/TLR2/COPB1/DNAJC3/CAPN1/LILRA3/GPR84/CD53/MGAM/GLA/CTSC/FCGR2A/TOM1/ATP6AP2/PDXK/GHDC/PRDX4/CCT2/GCA/CTSS/AGA/BST1/TIMP2/CLEC4D/STBD1/FCER1G/PRCP/PYGB/CYBB/LYZ/ELANE/PSMA5/C3AR1/GGH/IQGAP2/PTPRJ/GLB1/SLC2A3/PFKL/QSOX1/RAP1B/DSC1/A1BG/CHI3L1/TCIRG1/ATAD3B/LAMP2/DERA/NPC2/STK11IP/TMEM63A/TXNDC5/ARSA/S100P/FCAR/CXCL1/COMMD3/JUP/ASAH1/MVP/PLAC8/RNASE2/RAB24/FCN1/AGPAT2/ALDH3B1/KRT1/CREG1/GMFG/ATP8B4/CTSH/TMED7-TICAM2/GSDMD/LTA4H/ALOX5/LPCAT1/BIN2/ARG1/HPSE/SERPINA1/GAA/DOCK2/CTSB/HRNR/RAB4B/CFD/CLEC12A/SLC27A2/LAIR1/CTSZ/LCN2/ITGAL/PTAFR/TYROBP/LRG1/FOLR3/FLG2/TCN1/TBC1D10C/MS4A3/CD55/CLEC4C/CEACAM3/SNAP25/RAB44/MMP25/OLR1/CTSG/HP/P2RX1/SLCO4C1/ADAM8/CD177/ABCA13/CLEC5A/RNASE3/MMP8/RETN/DEFA1",147
"R-HSA-9013148","R-HSA-9013148","CDC42 GTPase cycle","58/2693","156/11230",0.371794871794872,1.55041084673465,3.88806127135119,0.000142673228530037,0.00996334712568089,0.00922369907251202,"SCRIB/ARHGAP33/PAK4/FGD1/TFRC/ARHGDIA/SH3PXD2A/MAP3K11/CDC42EP1/BAIAP2/CDC42SE2/ARHGAP39/CDC42BPB/GIT1/ABR/SYDE1/ARAP2/ECT2/ARHGEF16/DOCK6/ARHGAP1/WDR81/PLEKHG4/ARHGEF25/PIK3R2/DOCK10/ARAP1/CDC42EP5/CDC42EP2/VAV2/BCR/ARHGAP22/CDC42EP4/PLEKHG3/IQGAP2/DEPDC1B/ARHGAP44/ARHGDIB/ARHGAP27/JUP/MYO9B/DIAPH3/LBR/ARHGAP4/PLEKHG2/DOCK8/VAV3/FMNL1/ARHGEF5/ARHGAP11B/ARHGEF15/GMIP/ARHGEF4/TAGAP/CHN1/ARAP3/ARHGDIG/PLEKHG4B",58
"R-HSA-5621480","R-HSA-5621480","Dectin-2 family","16/2693","28/11230",0.571428571428571,2.38289745902074,4.11488106513034,0.000169223112833882,0.0113447174843835,0.0105025207712481,"MUC12/CLEC4A/CLEC4E/CLEC4D/LYN/MUC20/FCER1G/CLEC6A/MUC6/MUC4/MUC5B/PLCG2/MUC3A/CLEC4C/MUC2/MUC16",16
"R-HSA-375276","R-HSA-375276","Peptide ligand-binding receptors","71/2693","203/11230",0.349753694581281,1.45849758267649,3.70247776331802,0.000246645609625602,0.0158991554512503,0.0147188513598436,"CXCR2/CXCR1/FPR1/CXCL10/FPR2/CCR10/CXCL13/CXCL9/MC1R/PROK2/PNOC/CCRL2/CXCL11/CCL4/ECE1/CXCR6/CXCL5/C3AR1/CCR2/CCL7/FPR3/CCL20/CXCR4/CCL13/CXCL1/CCL3/CX3CL1/CCR1/CCR4/XCL1/CCL2/NPW/XCL2/AVPR2/CCL23/CCR5/CXCL3/CCL5/F2RL1/NPB/SSTR5/F2R/CXCL2/NMUR1/OXT/OPRL1/AVPR1A/HCRTR1/CCL17/CCR6/CCL3L1/C5AR2/CCL3L3/GALR1/CCL19/GPR37L1/TAC1/NMU/KEL/UTS2/RXFP1/MC4R/CXCR3/INSL3/GAL/F2RL3/CCR7/SSTR1/SAA1/CCL25/GPR37",71
"R-HSA-2022090","R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","27/2693","60/11230",0.45,1.87653174897883,3.82342668485696,0.000280554335949382,0.0174151506315246,0.0161223037500737,"COL27A1/COL18A1/COL6A1/COL6A2/COL11A2/COL5A3/MMP13/COL7A1/MMP3/COL9A2/CTSS/COL4A2/COL5A1/COL8A2/PCOLCE/LAMB3/COL1A1/COL4A1/CTSB/COL17A1/ITGB4/COL6A5/COL1A2/COL9A1/COL4A6/MMP7/COL10A1",27
"R-HSA-1971475","R-HSA-1971475","Glycosaminoglycan-protein linkage region biosynthesis","16/2693","29/11230",0.551724137931034,2.30072858112347,3.93906693276288,0.000293804554810093,0.017586301209347,0.0162807486387247,"GPC1/AGRN/CSPG4/XYLT2/GPC2/HSPG2/B3GAT3/SDC1/B3GALT6/BGN/XYLT1/CSPG5/GPC4/GPC5/BCAN/GPC3",16
"R-HSA-5676594","R-HSA-5676594","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","11/2693","17/11230",0.647058823529412,2.69828094624408,3.93558379453024,0.000420060743488451,0.0242766140029877,0.0224743933176761,"TNFSF12/BIRC3/TNFSF13B/MAP3K14/BIRC2/TRAF2/TNFRSF13C/TNFSF14/LTB/CD40LG/LTA",11
"R-HSA-3560783","R-HSA-3560783","Defective B4GALT7 causes EDS, progeroid type","12/2693","20/11230",0.6,2.50204233197178,3.77598657003248,0.000617196109181205,0.03448068929959,0.0319209496467753,"GPC1/AGRN/CSPG4/GPC2/HSPG2/SDC1/BGN/CSPG5/GPC4/GPC5/BCAN/GPC3",12
